question,answer,label
Could divalent metal transporter 1 deficiency lead to anemia?,"Yes, divalent metal transporter 1 (DMT1) deficiency could result in anemia, as DMT1 is a major iron transporter required for iron absorption and erythropoiesis. DMT1 deficiency impairs erythroid differentiation and induces apoptosis of erythroid cells.",1
Does the hERG gene code for a protein which is part of a sodium channel?,The hERG AKA Human ether-a-go-go-related gene coded for a protein subunit of a potassium channel that conducts delayed rectifier K(+) current,1
What is the function of calcium-sensing receptor (CaSR)?,"The calcium-sensing receptor (CaSR) is a G-protein-coupled receptor that plays an essential role in maintaining calcium homeostasis.
The CaSR is a key regulator for such diverse processes as hormone secretion, gene expression, inflammation, proliferation, differentiation, and apoptosis. Due to this pleiotropy, the CaSR is able to regulate cell fate and is implicated in the development of many types of benign or malignant tumours of the breast, prostate, parathyroid, and colon.",1
Is lenvatinib effective for renal cell carcinoma?,"Yes, combination of lenvatinib and everolimus is approved to treat advanced or metastatic renal cell carcinoma.",1
Which proteins form part of the NRD complex in S. cerevisiae?,"The purification of an ATR complex allowed identification of chromodomain-helicase-DNA-binding protein 4 (CHD4) as an ATR-associated protein by tandem mass spectrometric sequencing. CHD4 (also called Mi-2beta) is a component of a histone-deacetylase-2 (HDAC2)-containing complex, the nucleosome remodeling and deacetylating (NRD) complex. Endogenous ATR, CHD4, and HDAC2 are shown to coimmunoprecipitate, and ATR and HDAC2 coelute through two biochemical purification steps. Other members of the NRD complex, HDAC1, MTA1, and MTA2, are also detectable in ATR immunoprecipitates. Sen1 of S. cerevisiae is a known component of the NRD complex implicated in transcription termination of nonpolyadenylated as well as some polyadenylated RNA polymerase II transcripts.  We now show that Pcf11, a component of the cleavage and polyadenylation complex (CPAC), is also generally required for NRD-dependent transcription termination through the action of its C-terminal domain (CTD)-interacting domain (CID).",1
Which R / bioconductor package is used for performing SNP enrichment analysis?,"traseR is an easy-to-use R Bioconductor package that performs enrichment analyses of trait-associated SNPs in arbitrary genomic intervals with flexible options, including testing method, type of background and inclusion of SNPs in LD.",1
Which disease is associated with mutations in SLC40A1 gene?,"Mutations in the SLC40A1 gene, which encodes the cellular iron exporter ferroportin, are associated with the autosomal dominant hemochromatosis type 4 or Ferroportin disease. The patients characteristically have hyperferritinemia and iron overload.",1
Does Yersinia pestis causes a respiratory infection?,Inhalation of Yersinia pestis results in primary pneumonic plague.,1
Does HuR bind to the untranslated regions (UTRs) of mRNAs?,"Yes, the RNA-binding protein HuR binds at 3' untranslated regions (UTRs) of target transcripts, thereby protecting them against degradation.",1
List drug that were evaluated in the CHAMP trial for migraine.,Childhood and Adolescent Migraine Prevention (CHAMP) trial evaluated effectiveness of amitriptyline and topiramate in the prevention of migraine in children and adolescents.,1
Is H4K20 methylation associated with DNA replication?,"We employed genetic, cytological, and genomic approaches to better understand the role of PR-Set7 and H4K20 methylation in regulating DNA replication and genome stability in Drosophila cells. Thus, coordinating the status of H4K20 methylation is pivotal for the proper selection of DNA replication origins in higher eukaryotes. The methylation state of lysine 20 on histone H4 (H4K20) has been linked to chromatin compaction, transcription, DNA repair and DNA replication. Histone turnover is often associated with various histone modifications such as H3K56 acetylation (H3K56Ac), H3K36 methylation (H3K36me), and H4K20 methylation (H4K20me). We review the signaling pathways and functions associated with a single residue, H4K20, as a model chromatin and clinically important mark that regulates biological processes ranging from the DNA damage response and DNA replication to gene expression and silencing. <CopyrightInformation>© 2016 by The American Society for Biochemistry and Molecular Biology, Inc.</C In particular, the methylation states of H3K4, H3K36 and H4K20 have been associated with establishing active, repressed or poised origins depending on the timing and extent of methylation. 5BrC and 5ClC may cause aberrant methylation of cytosine during DNA replication and mimic the endogenous methylation signal associated with gene silencing. H4K20 methylation regulates quiescence and chromatin compaction. H4K20 methylation status plays a direct role in recruiting ORC through the binding properties of ORC1 and ORCA/LRWD1. Thus, coordinating the status of H4K20 methylation is pivotal for the proper selection of DNA replication origins in higher eukaryotes.  Intense research during the past few years has revealed histone H4 lysine 20 methylation (H4K20me) as critically important for the biological processes that ensure genome integrity, such as DNA damage repair, DNA replication and chromatin compaction. The methylation state of lysine 20 on histone H4 (H4K20) has been linked to chromatin compaction, transcription, DNA repair and DNA replication. Disruption of these H4K20-specific histone methyltransferases leads to genomic instability, demonstrating the important functions of H4K20 methylation in genome maintenance. Thus, coordinating the status of H4K20 methylation is pivotal for the proper selection of DNA replication origins in higher eukaryotes. The methylation state of lysine 20 on histone H4 (H4K20) has been linked to chromatin compaction, transcription, DNA repair and DNA replication.",1
What is LedPred?,"LedPred is an R/bioconductor package to predict regulatory sequences using support vector machines. LedPred is provided as an R/Bioconductor package connected to an online server to avoid installation of non-R software. Due to the heterogeneous CRM feature integration, LedPred excels at the prediction of regulatory sequences in Drosophila and mouse datasets compared with similar SVM-based software.",1
What is the connection between furin and hepcidin?,The iron-regulatory peptide hepcidin is synthesized in the liver as an 84-aa pre-pro-hormone maturated by proteolysis through a consensus furin cleavage site to generate the bioactive 25-aa peptide secreted in the circulation. The hepatic prohormone convertase furin mediates the posttranslational processing of hepcidin.,1
What is Behçet's disease,Behet's disease (BD) is a complex chronic relapsing inflammatory disorder of unknown etiology. Behçet's disease (BD) is a complex chronic relapsing inflammatory disorder of unknown etiology. Behçet's disease (BD) is a complex chronic relapsing inflammatory disorder of unknown etiology.  behçet's disease (bd) is a complex chronic relapsing inflammatory disorder of unknown etiology.,1
What is the role of IL-18BP?,IL-18 binding protein (IL-18BP) is a natural inhibitor of IL-18. The balance between IL-18 and IL-18BP has an important role in the inflammatory setting.,1
